PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,firstName,secondName,AgeGroup,namePrefix,FamilySize,Alone,CabinType
231,1,1,F,35.0,1,0,36973,83.475,C83,S,Harris, Mrs. Henry Birkhardt (Irene Wallach),Adult,Mr,2,0,C
232,0,3,M,29.0,0,0,347067,7.775,,S,Larsson, Mr. Bengt Edvin,Adult,Mr,1,1,n
233,0,2,M,59.0,0,0,237442,13.5,,S,Sjostedt, Mr. Ernst Adolf,Adult,Mr,1,1,n
234,1,3,F,5.0,4,2,347077,31.3875,,S,Asplund, Miss. Lillian Gertrud,Kid,Miss,7,0,n
235,0,2,M,24.0,0,0,C.A. 29566,10.5,,S,Leyson, Mr. Robert William Norman,Adult,Mr,1,1,n
236,0,3,F,24.0,0,0,W./C. 6609,7.55,,S,Harknett, Miss. Alice Phoebe,Adult,Miss,1,1,n
237,0,2,M,44.0,1,0,26707,26.0,,S,Hold, Mr. Stephen,Adult,Mr,2,0,n
238,1,2,F,8.0,0,2,C.A. 31921,26.25,,S,Collyer," Miss. Marjorie ""Lottie""",Kid,Miss,3,0,n
239,0,2,M,19.0,0,0,28665,10.5,,S,Pengelly, Mr. Frederick William,Adult,Mr,1,1,n
240,0,2,M,33.0,0,0,SCO/W 1585,12.275,,S,Hunt, Mr. George Henry,Adult,Mr,1,1,n
241,0,3,F,24.0,1,0,2665,14.4542,,C,Zabour, Miss. Thamine,Adult,Miss,2,0,n
242,1,3,F,24.0,1,0,367230,15.5,,Q,Murphy," Miss. Katherine ""Kate""",Adult,Miss,2,0,n
243,0,2,M,29.0,0,0,W./C. 14263,10.5,,S,Coleridge, Mr. Reginald Charles,Adult,Mr,1,1,n
244,0,3,M,22.0,0,0,STON/O 2. 3101275,7.125,,S,Maenpaa, Mr. Matti Alexanteri,Adult,Mr,1,1,n
245,0,3,M,30.0,0,0,2694,7.225,,C,Attalah, Mr. Sleiman,Adult,Mr,1,1,n
246,0,1,M,44.0,2,0,19928,90.0,C78,Q,Minahan, Dr. William Edward,Adult,,3,0,C
247,0,3,F,25.0,0,0,347071,7.775,,S,Lindahl, Miss. Agda Thorilda Viktoria,Adult,Miss,1,1,n
248,1,2,F,24.0,0,2,250649,14.5,,S,Hamalainen, Mrs. William (Anna),Adult,Mr,3,0,n
249,1,1,M,37.0,1,1,11751,52.5542,D35,S,Beckwith, Mr. Richard Leonard,Adult,Mr,3,0,D
250,0,2,M,54.0,1,0,244252,26.0,,S,Carter, Rev. Ernest Courtenay,Adult,,2,0,n
251,0,3,M,24.0,0,0,362316,7.25,,S,Reed, Mr. James George,Adult,Mr,1,1,n
252,0,3,F,29.0,1,1,347054,10.4625,G6,S,Strom, Mrs. Wilhelm (Elna Matilda Persson),Adult,Mr,3,0,G
253,0,1,M,62.0,0,0,113514,26.55,C87,S,Stead, Mr. William Thomas,Older,Mr,1,1,C
254,0,3,M,30.0,1,0,A/5. 3336,16.1,,S,Lobb, Mr. William Arthur,Adult,Mr,2,0,n
255,0,3,F,41.0,0,2,370129,20.2125,,S,Rosblom, Mrs. Viktor (Helena Wilhelmina),Adult,Mr,3,0,n
256,1,3,F,29.0,0,2,2650,15.2458,,C,Touma, Mrs. Darwis (Hanne Youssef Razi),Adult,Mr,3,0,n
257,1,1,F,37.0,0,0,PC 17585,79.2,,C,Thorne, Mrs. Gertrude Maybelle,Adult,Mr,1,1,n
258,1,1,F,30.0,0,0,110152,86.5,B77,S,Cherry, Miss. Gladys,Adult,Miss,1,1,B
259,1,1,F,35.0,0,0,PC 17755,512.3292,,C,Ward, Miss. Anna,Adult,Miss,1,1,n
260,1,2,F,50.0,0,1,230433,26.0,,S,Parrish, Mrs. (Lutie Davis),Adult,Mr,2,0,n
261,0,3,M,24.0,0,0,384461,7.75,,Q,Smith, Mr. Thomas,Adult,Mr,1,1,n
262,1,3,M,3.0,4,2,347077,31.3875,,S,Asplund, Master. Edvin Rojj Felix,Kid,Master,7,0,n
263,0,1,M,52.0,1,1,110413,79.65,E67,S,Taussig, Mr. Emil,Adult,Mr,3,0,E
264,0,1,M,40.0,0,0,112059,0.0,B94,S,Harrison, Mr. William,Adult,Mr,1,1,B
265,0,3,F,24.0,0,0,382649,7.75,,Q,Henry, Miss. Delia,Adult,Miss,1,1,n
266,0,2,M,36.0,0,0,C.A. 17248,10.5,,S,Reeves, Mr. David,Adult,Mr,1,1,n
267,0,3,M,16.0,4,1,3101295,39.6875,,S,Panula, Mr. Ernesti Arvid,Teen,Mr,6,0,n
268,1,3,M,25.0,1,0,347083,7.775,,S,Persson, Mr. Ernst Ulrik,Adult,Mr,2,0,n
269,1,1,F,58.0,0,1,PC 17582,153.4625,C125,S,Graham, Mrs. William Thompson (Edith Junkins),Adult,Mr,2,0,C
270,1,1,F,35.0,0,0,PC 17760,135.6333,C99,S,Bissette, Miss. Amelia,Adult,Miss,1,1,C
271,0,1,M,37.0,0,0,113798,31.0,,S,Cairns, Mr. Alexander,Adult,Mr,1,1,n
272,1,3,M,25.0,0,0,LINE,0.0,,S,Tornquist, Mr. William Henry,Adult,Mr,1,1,n
273,1,2,F,41.0,0,1,250644,19.5,,S,Mellinger, Mrs. (Elizabeth Anne Maidment),Adult,Mr,2,0,n
274,0,1,M,37.0,0,1,PC 17596,29.7,C118,C,Natsch, Mr. Charles H,Adult,Mr,2,0,C
275,1,3,F,24.0,0,0,370375,7.75,,Q,Healy," Miss. Hanora ""Nora""",Adult,Miss,1,1,n
276,1,1,F,63.0,1,0,13502,77.9583,D7,S,Andrews, Miss. Kornelia Theodosia,Older,Miss,2,0,D
277,0,3,F,45.0,0,0,347073,7.75,,S,Lindblom, Miss. Augusta Charlotta,Adult,Miss,1,1,n
278,0,2,M,29.0,0,0,239853,0.0,,S,Parkes," Mr. Francis ""Frank""",Adult,Mr,1,1,n
279,0,3,M,7.0,4,1,382652,29.125,,Q,Rice, Master. Eric,Kid,Master,6,0,n
280,1,3,F,35.0,1,1,C.A. 2673,20.25,,S,Abbott, Mrs. Stanton (Rosa Hunt),Adult,Mr,3,0,n
281,0,3,M,65.0,0,0,336439,7.75,,Q,Duane, Mr. Frank,Older,Mr,1,1,n
282,0,3,M,28.0,0,0,347464,7.8542,,S,Olsson, Mr. Nils Johan Goransson,Adult,Mr,1,1,n
283,0,3,M,16.0,0,0,345778,9.5,,S,de Pelsmaeker, Mr. Alfons,Teen,Mr,1,1,n
284,1,3,M,19.0,0,0,A/5. 10482,8.05,,S,Dorking, Mr. Edward Arthur,Adult,Mr,1,1,n
285,0,1,M,37.0,0,0,113056,26.0,A19,S,Smith, Mr. Richard William,Adult,Mr,1,1,A
286,0,3,M,33.0,0,0,349239,8.6625,,C,Stankovic, Mr. Ivan,Adult,Mr,1,1,n
287,1,3,M,30.0,0,0,345774,9.5,,S,de Mulder, Mr. Theodore,Adult,Mr,1,1,n
288,0,3,M,22.0,0,0,349206,7.8958,,S,Naidenoff, Mr. Penko,Adult,Mr,1,1,n
289,1,2,M,42.0,0,0,237798,13.0,,S,Hosono, Mr. Masabumi,Adult,Mr,1,1,n
290,1,3,F,22.0,0,0,370373,7.75,,Q,Connolly, Miss. Kate,Adult,Miss,1,1,n
291,1,1,F,26.0,0,0,19877,78.85,,S,Barber," Miss. Ellen ""Nellie""",Adult,Miss,1,1,n
292,1,1,F,19.0,1,0,11967,91.0792,B49,C,Bishop, Mrs. Dickinson H (Helen Walton),Adult,Mr,2,0,B
293,0,2,M,36.0,0,0,SC/Paris 2163,12.875,D,C,Levy, Mr. Rene Jacques,Adult,Mr,1,1,D
294,0,3,F,24.0,0,0,349236,8.85,,S,Haas, Miss. Aloisia,Adult,Miss,1,1,n
295,0,3,M,24.0,0,0,349233,7.8958,,S,Mineff, Mr. Ivan,Adult,Mr,1,1,n
296,0,1,M,37.0,0,0,PC 17612,27.7208,,C,Lewy, Mr. Ervin G,Adult,Mr,1,1,n
297,0,3,M,23.5,0,0,2693,7.2292,,C,Hanna, Mr. Mansour,Adult,Mr,1,1,n
298,0,1,F,2.0,1,2,113781,151.55,C22 C26,S,Allison, Miss. Helen Loraine,Kid,Miss,4,0,C
299,1,1,M,37.0,0,0,19988,30.5,C106,S,Saalfeld, Mr. Adolphe,Adult,Mr,1,1,C
300,1,1,F,50.0,0,1,PC 17558,247.5208,B58 B60,C,Baxter, Mrs. James (Helene DeLaudeniere Chaput),Adult,Mr,2,0,B
301,1,3,F,24.0,0,0,9234,7.75,,Q,Kelly," Miss. Anna Katherine ""Annie Kate""",Adult,Miss,1,1,n
302,1,3,M,24.0,2,0,367226,23.25,,Q,McCoy, Mr. Bernard,Adult,Mr,3,0,n
303,0,3,M,19.0,0,0,LINE,0.0,,S,Johnson, Mr. William Cahoone Jr,Adult,Mr,1,1,n
304,1,2,F,29.0,0,0,226593,12.35,E101,Q,Keane, Miss. Nora A,Adult,Miss,1,1,E
305,0,3,M,24.0,0,0,A/5 2466,8.05,,S,Williams," Mr. Howard Hugh ""Harry""",Adult,Mr,1,1,n
306,1,1,M,0.92,1,2,113781,151.55,C22 C26,S,Allison, Master. Hudson Trevor,Kid,Master,4,0,C
307,1,1,F,37.0,0,0,17421,110.8833,,C,Fleming, Miss. Margaret,Adult,Miss,1,1,n
308,1,1,F,17.0,1,0,PC 17758,108.9,C65,C,Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo),Teen,Mr,2,0,C
309,0,2,M,30.0,1,0,P/PP 3381,24.0,,C,Abelson, Mr. Samuel,Adult,Mr,2,0,n
310,1,1,F,30.0,0,0,PC 17485,56.9292,E36,C,Francatelli, Miss. Laura Mabel,Adult,Miss,1,1,E
311,1,1,F,24.0,0,0,11767,83.1583,C54,C,Hays, Miss. Margaret Bechstein,Adult,Miss,1,1,C
312,1,1,F,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Ryerson, Miss. Emily Borie,Teen,Miss,5,0,B
313,0,2,F,26.0,1,1,250651,26.0,,S,Lahtinen, Mrs. William (Anna Sylfven),Adult,Mr,3,0,n
314,0,3,M,28.0,0,0,349243,7.8958,,S,Hendekovic, Mr. Ignjac,Adult,Mr,1,1,n
315,0,2,M,43.0,1,1,F.C.C. 13529,26.25,,S,Hart, Mr. Benjamin,Adult,Mr,3,0,n
316,1,3,F,26.0,0,0,347470,7.8542,,S,Nilsson, Miss. Helmina Josefina,Adult,Miss,1,1,n
317,1,2,F,24.0,1,0,244367,26.0,,S,Kantor, Mrs. Sinai (Miriam Sternin),Adult,Mr,2,0,n
318,0,2,M,54.0,0,0,29011,14.0,,S,Moraweck, Dr. Ernest,Adult,,1,1,n
319,1,1,F,31.0,0,2,36928,164.8667,C7,S,Wick, Miss. Mary Natalie,Adult,Miss,3,0,C
320,1,1,F,40.0,1,1,16966,134.5,E34,C,Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone),Adult,Mr,3,0,E
321,0,3,M,22.0,0,0,A/5 21172,7.25,,S,Dennis, Mr. Samuel,Adult,Mr,1,1,n
322,0,3,M,27.0,0,0,349219,7.8958,,S,Danoff, Mr. Yoto,Adult,Mr,1,1,n
323,1,2,F,30.0,0,0,234818,12.35,,Q,Slayter, Miss. Hilda Mary,Adult,Miss,1,1,n
324,1,2,F,22.0,1,1,248738,29.0,,S,Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh),Adult,Mr,3,0,n
325,0,3,M,24.0,8,2,CA. 2343,69.55,,S,Sage, Mr. George John Jr,Adult,Mr,11,0,n
326,1,1,F,36.0,0,0,PC 17760,135.6333,C32,C,Young, Miss. Marie Grice,Adult,Miss,1,1,C
327,0,3,M,61.0,0,0,345364,6.2375,,S,Nysveen, Mr. Johan Hansen,Older,Mr,1,1,n
328,1,2,F,36.0,0,0,28551,13.0,D,S,Ball, Mrs. (Ada E Hall),Adult,Mr,1,1,D
329,1,3,F,31.0,1,1,363291,20.525,,S,Goldsmith, Mrs. Frank John (Emily Alice Brown),Adult,Mr,3,0,n
330,1,1,F,16.0,0,1,111361,57.9792,B18,C,Hippach, Miss. Jean Gertrude,Teen,Miss,2,0,B
331,1,3,F,24.0,2,0,367226,23.25,,Q,McCoy, Miss. Agnes,Adult,Miss,3,0,n
332,0,1,M,45.5,0,0,113043,28.5,C124,S,Partner, Mr. Austen,Adult,Mr,1,1,C
333,0,1,M,38.0,0,1,PC 17582,153.4625,C91,S,Graham, Mr. George Edward,Adult,Mr,2,0,C
334,0,3,M,16.0,2,0,345764,18.0,,S,Vander Planke, Mr. Leo Edmondus,Teen,Mr,3,0,n
335,1,1,F,37.0,1,0,PC 17611,133.65,,S,Frauenthal, Mrs. Henry William (Clara Heinsheimer),Adult,Mr,2,0,n
336,0,3,M,24.0,0,0,349225,7.8958,,S,Denkoff, Mr. Mitto,Adult,Mr,1,1,n
337,0,1,M,29.0,1,0,113776,66.6,C2,S,Pears, Mr. Thomas Clinton,Adult,Mr,2,0,C
338,1,1,F,41.0,0,0,16966,134.5,E40,C,Burns, Miss. Elizabeth Margaret,Adult,Miss,1,1,E
339,1,3,M,45.0,0,0,7598,8.05,,S,Dahl, Mr. Karl Edwart,Adult,Mr,1,1,n
340,0,1,M,45.0,0,0,113784,35.5,T,S,Blackwell, Mr. Stephen Weart,Adult,Mr,1,1,T
341,1,2,M,2.0,1,1,230080,26.0,F2,S,Navratil, Master. Edmond Roger,Kid,Master,3,0,F
342,1,1,F,24.0,3,2,19950,263.0,C23 C25 C27,S,Fortune, Miss. Alice Elizabeth,Adult,Miss,6,0,C
343,0,2,M,28.0,0,0,248740,13.0,,S,Collander, Mr. Erik Gustaf,Adult,Mr,1,1,n
344,0,2,M,25.0,0,0,244361,13.0,,S,Sedgwick, Mr. Charles Frederick Waddington,Adult,Mr,1,1,n
345,0,2,M,36.0,0,0,229236,13.0,,S,Fox, Mr. Stanley Hubert,Adult,Mr,1,1,n
346,1,2,F,24.0,0,0,248733,13.0,F33,S,Brown," Miss. Amelia ""Mildred""",Adult,Miss,1,1,F
347,1,2,F,40.0,0,0,31418,13.0,,S,Smith, Miss. Marion Elsie,Adult,Miss,1,1,n
348,1,3,F,24.0,1,0,386525,16.1,,S,Davison, Mrs. Thomas Henry (Mary E Finck),Adult,Mr,2,0,n
349,1,3,M,3.0,1,1,C.A. 37671,15.9,,S,Coutts," Master. William Loch ""William""",Kid,Master,3,0,n
350,0,3,M,42.0,0,0,315088,8.6625,,S,Dimic, Mr. Jovan,Adult,Mr,1,1,n
351,0,3,M,23.0,0,0,7267,9.225,,S,Odahl, Mr. Nils Martin,Adult,Mr,1,1,n
352,0,1,M,37.0,0,0,113510,35.0,C128,S,Williams-Lambert, Mr. Fletcher Fellows,Adult,Mr,1,1,C
353,0,3,M,15.0,1,1,2695,7.2292,,C,Elias, Mr. Tannous,Teen,Mr,3,0,n
354,0,3,M,25.0,1,0,349237,17.8,,S,Arnold-Franchi, Mr. Josef,Adult,Mr,2,0,n
355,0,3,M,24.0,0,0,2647,7.225,,C,Yousif, Mr. Wazli,Adult,Mr,1,1,n
356,0,3,M,28.0,0,0,345783,9.5,,S,Vanden Steen, Mr. Leo Peter,Adult,Mr,1,1,n
357,1,1,F,22.0,0,1,113505,55.0,E33,S,Bowerman, Miss. Elsie Edith,Adult,Miss,2,0,E
358,0,2,F,38.0,0,0,237671,13.0,,S,Funk, Miss. Annie Clemmer,Adult,Miss,1,1,n
359,1,3,F,24.0,0,0,330931,7.8792,,Q,McGovern, Miss. Mary,Adult,Miss,1,1,n
360,1,3,F,24.0,0,0,330980,7.8792,,Q,Mockler," Miss. Helen Mary ""Ellie""",Adult,Miss,1,1,n
361,0,3,M,40.0,1,4,347088,27.9,,S,Skoog, Mr. Wilhelm,Adult,Mr,6,0,n
362,0,2,M,29.0,1,0,SC/PARIS 2167,27.7208,,C,del Carlo, Mr. Sebastiano,Adult,Mr,2,0,n
363,0,3,F,45.0,0,1,2691,14.4542,,C,Barbara, Mrs. (Catherine David),Adult,Mr,2,0,n
364,0,3,M,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S,Asim, Mr. Adola,Adult,Mr,1,1,n
365,0,3,M,24.0,1,0,370365,15.5,,Q,O'Brien, Mr. Thomas,Adult,Mr,2,0,n
366,0,3,M,30.0,0,0,C 7076,7.25,,S,Adahl, Mr. Mauritz Nils Martin,Adult,Mr,1,1,n
367,1,1,F,60.0,1,0,110813,75.25,D37,C,Warren, Mrs. Frank Manley (Anna Sophia Atkinson),Adult,Mr,2,0,D
368,1,3,F,24.0,0,0,2626,7.2292,,C,Moussa, Mrs. (Mantoura Boulos),Adult,Mr,1,1,n
369,1,3,F,24.0,0,0,14313,7.75,,Q,Jermyn, Miss. Annie,Adult,Miss,1,1,n
370,1,1,F,24.0,0,0,PC 17477,69.3,B35,C,Aubart, Mme. Leontine Pauline,Adult,,1,1,B
371,1,1,M,25.0,1,0,11765,55.4417,E50,C,Harder, Mr. George Achilles,Adult,Mr,2,0,E
372,0,3,M,18.0,1,0,3101267,6.4958,,S,Wiklund, Mr. Jakob Alfred,Teen,Mr,2,0,n
373,0,3,M,19.0,0,0,323951,8.05,,S,Beavan, Mr. William Thomas,Adult,Mr,1,1,n
374,0,1,M,22.0,0,0,PC 17760,135.6333,,C,Ringhini, Mr. Sante,Adult,Mr,1,1,n
375,0,3,F,3.0,3,1,349909,21.075,,S,Palsson, Miss. Stina Viola,Kid,Miss,5,0,n
376,1,1,F,37.0,1,0,PC 17604,82.1708,,C,Meyer, Mrs. Edgar Joseph (Leila Saks),Adult,Mr,2,0,n
377,1,3,F,22.0,0,0,C 7077,7.25,,S,Landergren, Miss. Aurora Adelia,Adult,Miss,1,1,n
378,0,1,M,27.0,0,2,113503,211.5,C82,C,Widener, Mr. Harry Elkins,Adult,Mr,3,0,C
379,0,3,M,20.0,0,0,2648,4.0125,,C,Betros, Mr. Tannous,Adult,Mr,1,1,n
380,0,3,M,19.0,0,0,347069,7.775,,S,Gustafsson, Mr. Karl Gideon,Adult,Mr,1,1,n
381,1,1,F,42.0,0,0,PC 17757,227.525,,C,Bidois, Miss. Rosalie,Adult,Miss,1,1,n
382,1,3,F,1.0,0,2,2653,15.7417,,C,Nakid," Miss. Maria (""Mary"")",Kid,Miss,3,0,n
383,0,3,M,32.0,0,0,STON/O 2. 3101293,7.925,,S,Tikkanen, Mr. Juho,Adult,Mr,1,1,n
384,1,1,F,35.0,1,0,113789,52.0,,S,Holverson, Mrs. Alexander Oskar (Mary Aline Towner),Adult,Mr,2,0,n
385,0,3,M,24.0,0,0,349227,7.8958,,S,Plotcharsky, Mr. Vasil,Adult,Mr,1,1,n
386,0,2,M,18.0,0,0,S.O.C. 14879,73.5,,S,Davies, Mr. Charles Henry,Teen,Mr,1,1,n
387,0,3,M,1.0,5,2,CA 2144,46.9,,S,Goodwin, Master. Sidney Leonard,Kid,Master,8,0,n
388,1,2,F,36.0,0,0,27849,13.0,,S,Buss, Miss. Kate,Adult,Miss,1,1,n
389,0,3,M,24.0,0,0,367655,7.7292,,Q,Sadlier, Mr. Matthew,Adult,Mr,1,1,n
390,1,2,F,17.0,0,0,SC 1748,12.0,,C,Lehmann, Miss. Bertha,Teen,Miss,1,1,n
391,1,1,M,36.0,1,2,113760,120.0,B96 B98,S,Carter, Mr. William Ernest,Adult,Mr,4,0,B
392,1,3,M,21.0,0,0,350034,7.7958,,S,Jansson, Mr. Carl Olof,Adult,Mr,1,1,n
393,0,3,M,28.0,2,0,3101277,7.925,,S,Gustafsson, Mr. Johan Birger,Adult,Mr,3,0,n
394,1,1,F,23.0,1,0,35273,113.275,D36,C,Newell, Miss. Marjorie,Adult,Miss,2,0,D
395,1,3,F,24.0,0,2,PP 9549,16.7,G6,S,Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson),Adult,Mr,3,0,G
396,0,3,M,22.0,0,0,350052,7.7958,,S,Johansson, Mr. Erik,Adult,Mr,1,1,n
397,0,3,F,31.0,0,0,350407,7.8542,,S,Olsson, Miss. Elina,Adult,Miss,1,1,n
398,0,2,M,46.0,0,0,28403,26.0,,S,McKane, Mr. Peter David,Adult,Mr,1,1,n
399,0,2,M,23.0,0,0,244278,10.5,,S,Pain, Dr. Alfred,Adult,,1,1,n
400,1,2,F,28.0,0,0,240929,12.65,,S,Trout, Mrs. William H (Jessie L),Adult,Mr,1,1,n
401,1,3,M,39.0,0,0,STON/O 2. 3101289,7.925,,S,Niskanen, Mr. Juha,Adult,Mr,1,1,n
402,0,3,M,26.0,0,0,341826,8.05,,S,Adams, Mr. John,Adult,Mr,1,1,n
403,0,3,F,21.0,1,0,4137,9.825,,S,Jussila, Miss. Mari Aina,Adult,Miss,2,0,n
404,0,3,M,28.0,1,0,STON/O2. 3101279,15.85,,S,Hakkarainen, Mr. Pekka Pietari,Adult,Mr,2,0,n
405,0,3,F,20.0,0,0,315096,8.6625,,S,Oreskovic, Miss. Marija,Adult,Miss,1,1,n
406,0,2,M,34.0,1,0,28664,21.0,,S,Gale, Mr. Shadrach,Adult,Mr,2,0,n
407,0,3,M,51.0,0,0,347064,7.75,,S,Widegren, Mr. Carl/Charles Peter,Adult,Mr,1,1,n
408,1,2,M,3.0,1,1,29106,18.75,,S,Richards, Master. William Rowe,Kid,Master,3,0,n
409,0,3,M,21.0,0,0,312992,7.775,,S,Birkeland, Mr. Hans Martin Monsen,Adult,Mr,1,1,n
410,0,3,F,24.0,3,1,4133,25.4667,,S,Lefebre, Miss. Ida,Adult,Miss,5,0,n
411,0,3,M,24.0,0,0,349222,7.8958,,S,Sdycoff, Mr. Todor,Adult,Mr,1,1,n
412,0,3,M,24.0,0,0,394140,6.8583,,Q,Hart, Mr. Henry,Adult,Mr,1,1,n
413,1,1,F,33.0,1,0,19928,90.0,C78,Q,Minahan, Miss. Daisy E,Adult,Miss,2,0,C
414,0,2,M,29.0,0,0,239853,0.0,,S,Cunningham, Mr. Alfred Fleming,Adult,Mr,1,1,n
415,1,3,M,44.0,0,0,STON/O 2. 3101269,7.925,,S,Sundman, Mr. Johan Julian,Adult,Mr,1,1,n
416,0,3,F,24.0,0,0,343095,8.05,,S,Meek, Mrs. Thomas (Annie Louise Rowley),Adult,Mr,1,1,n
417,1,2,F,34.0,1,1,28220,32.5,,S,Drew, Mrs. James Vivian (Lulu Thorne Christian),Adult,Mr,3,0,n
418,1,2,F,18.0,0,2,250652,13.0,,S,Silven, Miss. Lyyli Karoliina,Teen,Miss,3,0,n
419,0,2,M,30.0,0,0,28228,13.0,,S,Matthews, Mr. William John,Adult,Mr,1,1,n
420,0,3,F,10.0,0,2,345773,24.15,,S,Van Impe, Miss. Catharina,Kid,Miss,3,0,n
421,0,3,M,24.0,0,0,349254,7.8958,,C,Gheorgheff, Mr. Stanio,Adult,Mr,1,1,n
422,0,3,M,21.0,0,0,A/5. 13032,7.7333,,Q,Charters, Mr. David,Adult,Mr,1,1,n
423,0,3,M,29.0,0,0,315082,7.875,,S,Zimmerman, Mr. Leo,Adult,Mr,1,1,n
424,0,3,F,28.0,1,1,347080,14.4,,S,Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren),Adult,Mr,3,0,n
425,0,3,M,18.0,1,1,370129,20.2125,,S,Rosblom, Mr. Viktor Richard,Teen,Mr,3,0,n
426,0,3,M,24.0,0,0,A/4. 34244,7.25,,S,Wiseman, Mr. Phillippe,Adult,Mr,1,1,n
427,1,2,F,28.0,1,0,2003,26.0,,S,Clarke, Mrs. Charles V (Ada Maria Winfield),Adult,Mr,2,0,n
428,1,2,F,19.0,0,0,250655,26.0,,S,Phillips," Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Adult,Miss,1,1,n
429,0,3,M,24.0,0,0,364851,7.75,,Q,Flynn, Mr. James,Adult,Mr,1,1,n
430,1,3,M,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,Pickard, Mr. Berk (Berk Trembisky),Adult,Mr,1,1,E
431,1,1,M,28.0,0,0,110564,26.55,C52,S,Bjornstrom-Steffansson, Mr. Mauritz Hakan,Adult,Mr,1,1,C
432,1,3,F,24.0,1,0,376564,16.1,,S,Thorneycroft, Mrs. Percival (Florence Kate White),Adult,Mr,2,0,n
433,1,2,F,42.0,1,0,SC/AH 3085,26.0,,S,Louch, Mrs. Charles Alexander (Alice Adelaide Slow),Adult,Mr,2,0,n
434,0,3,M,17.0,0,0,STON/O 2. 3101274,7.125,,S,Kallio, Mr. Nikolai Erland,Teen,Mr,1,1,n
435,0,1,M,50.0,1,0,13507,55.9,E44,S,Silvey, Mr. William Baird,Adult,Mr,2,0,E
436,1,1,F,14.0,1,2,113760,120.0,B96 B98,S,Carter, Miss. Lucile Polk,Teen,Miss,4,0,B
437,0,3,F,21.0,2,2,W./C. 6608,34.375,,S,Ford," Miss. Doolina Margaret ""Daisy""",Adult,Miss,5,0,n
438,1,2,F,24.0,2,3,29106,18.75,,S,Richards, Mrs. Sidney (Emily Hocking),Adult,Mr,6,0,n
439,0,1,M,64.0,1,4,19950,263.0,C23 C25 C27,S,Fortune, Mr. Mark,Older,Mr,6,0,C
440,0,2,M,31.0,0,0,C.A. 18723,10.5,,S,Kvillner, Mr. Johan Henrik Johannesson,Adult,Mr,1,1,n
441,1,2,F,45.0,1,1,F.C.C. 13529,26.25,,S,Hart, Mrs. Benjamin (Esther Ada Bloomfield),Adult,Mr,3,0,n
442,0,3,M,20.0,0,0,345769,9.5,,S,Hampe, Mr. Leon,Adult,Mr,1,1,n
443,0,3,M,25.0,1,0,347076,7.775,,S,Petterson, Mr. Johan Emil,Adult,Mr,2,0,n
444,1,2,F,28.0,0,0,230434,13.0,,S,Reynaldo, Ms. Encarnacion,Adult,,1,1,n
445,1,3,M,24.0,0,0,65306,8.1125,,S,Johannesen-Bratthammer, Mr. Bernt,Adult,Mr,1,1,n
446,1,1,M,4.0,0,2,33638,81.8583,A34,S,Dodge, Master. Washington,Kid,Master,3,0,A
447,1,2,F,13.0,0,1,250644,19.5,,S,Mellinger, Miss. Madeleine Violet,Teen,Miss,2,0,n
448,1,1,M,34.0,0,0,113794,26.55,,S,Seward, Mr. Frederic Kimber,Adult,Mr,1,1,n
449,1,3,F,5.0,2,1,2666,19.2583,,C,Baclini, Miss. Marie Catherine,Kid,Miss,4,0,n
450,1,1,M,52.0,0,0,113786,30.5,C104,S,Peuchen, Major. Arthur Godfrey,Adult,,1,1,C
451,0,2,M,36.0,1,2,C.A. 34651,27.75,,S,West, Mr. Edwy Arthur,Adult,Mr,4,0,n
452,0,3,M,24.0,1,0,65303,19.9667,,S,Hagland, Mr. Ingvald Olai Olsen,Adult,Mr,2,0,n
453,0,1,M,30.0,0,0,113051,27.75,C111,C,Foreman, Mr. Benjamin Laventall,Adult,Mr,1,1,C
454,1,1,M,49.0,1,0,17453,89.1042,C92,C,Goldenberg, Mr. Samuel L,Adult,Mr,2,0,C
455,0,3,M,24.0,0,0,A/5 2817,8.05,,S,Peduzzi, Mr. Joseph,Adult,Mr,1,1,n
456,1,3,M,29.0,0,0,349240,7.8958,,C,Jalsevac, Mr. Ivan,Adult,Mr,1,1,n
457,0,1,M,65.0,0,0,13509,26.55,E38,S,Millet, Mr. Francis Davis,Older,Mr,1,1,E
458,1,1,F,37.0,1,0,17464,51.8625,D21,S,Kenyon, Mrs. Frederick R (Marion),Adult,Mr,2,0,D
459,1,2,F,50.0,0,0,F.C.C. 13531,10.5,,S,Toomey, Miss. Ellen,Adult,Miss,1,1,n
460,0,3,M,24.0,0,0,371060,7.75,,Q,O'Connor, Mr. Maurice,Adult,Mr,1,1,n
461,1,1,M,48.0,0,0,19952,26.55,E12,S,Anderson, Mr. Harry,Adult,Mr,1,1,E
